Branch_ID,Branch_Name,Customer_ID,Customer_Name,Total_Spent,Spending_rank
BR0498,"Kota Branch 498",CUST004046,"Riya Joshi",420426.20,1
BR0498,"Kota Branch 498",CUST055138,"Pooja Singh",343836.07,2
BR0498,"Kota Branch 498",CUST043880,"Pawan Yadav",300942.36,3
BR0499,"Surat Branch 499",CUST087570,"Neha Yadav",401252.37,1
BR0499,"Surat Branch 499",CUST086240,"Sneha Verma",356883.28,2
BR0499,"Surat Branch 499",CUST047423,"Rahul Gupta",356401.99,3
BR0500,"Surat Branch 500",CUST031387,"Rahul Mishra",484872.44,1
BR0500,"Surat Branch 500",CUST068579,"Suresh Patel",464772.82,2
BR0500,"Surat Branch 500",CUST046982,"Priya Choudhary",456842.00,3
BR0501,"Pune Branch 501",CUST043254,"Simran Tiwari",537538.86,1
BR0501,"Pune Branch 501",CUST065992,"Simran Malhotra",356523.82,2
BR0501,"Pune Branch 501",CUST065476,"Nikhil Bansal",299802.31,3
BR0502,"Delhi Branch 502",CUST011260,"Deepak Choudhary",490383.46,1
BR0502,"Delhi Branch 502",CUST065516,"Suresh Patel",399135.75,2
BR0502,"Delhi Branch 502",CUST061131,"Ankit Rathore",392828.53,3
BR0503,"Bengaluru Branch 503",CUST048831,"Sneha Mishra",572734.90,1
BR0503,"Bengaluru Branch 503",CUST070495,"Pooja Choudhary",497688.69,2
BR0503,"Bengaluru Branch 503",CUST091621,"Pawan Joshi",445151.90,3
BR0504,"Jodhpur Branch 504",CUST017473,"Deepak Patel",550400.79,1
BR0504,"Jodhpur Branch 504",CUST001160,"Amit Rathore",414053.62,2
BR0504,"Jodhpur Branch 504",CUST037881,"Deepak Rathore",410537.24,3
BR0505,"Udaipur Branch 505",CUST080814,"Riya Agarwal",299618.56,1
BR0505,"Udaipur Branch 505",CUST099483,"Shreya Tiwari",299450.79,2
BR0505,"Udaipur Branch 505",CUST056905,"Kavita Choudhary",298065.12,3
BR0506,"Lucknow Branch 506",CUST024500,"Nikhil Patel",500419.88,1
BR0506,"Lucknow Branch 506",CUST020385,"Kavita Jain",398533.72,2
BR0506,"Lucknow Branch 506",CUST086771,"Rohit Singh",386527.46,3
BR0507,"Surat Branch 507",CUST000451,"Pooja Choudhary",567366.54,1
BR0507,"Surat Branch 507",CUST073641,"Ankit Kumar",303477.75,2
BR0507,"Surat Branch 507",CUST006360,"Nikhil Mishra",299857.18,3
BR0508,"Udaipur Branch 508",CUST026508,"Suresh Mehta",416037.44,1
BR0508,"Udaipur Branch 508",CUST082970,"Amit Yadav",349283.54,2
BR0508,"Udaipur Branch 508",CUST093478,"Komal Singh",299802.53,3
BR0509,"Indore Branch 509",CUST084110,"Shreya Gupta",463764.81,1
BR0509,"Indore Branch 509",CUST029725,"Rohit Yadav",450567.10,2
BR0509,"Indore Branch 509",CUST004817,"Neha Agarwal",426105.39,3
BR0510,"Delhi Branch 510",CUST013209,"Rahul Yadav",555701.02,1
BR0510,"Delhi Branch 510",CUST050233,"Suresh Patel",477656.93,2
BR0510,"Delhi Branch 510",CUST015549,"Rohit Sharma",367922.52,3
BR0511,"Delhi Branch 511",CUST024084,"Riya Bansal",520246.39,1
BR0511,"Delhi Branch 511",CUST045056,"Komal Yadav",447911.44,2
BR0511,"Delhi Branch 511",CUST071254,"Riya Rathore",417315.98,3
BR0512,"Jaipur Branch 512",CUST045118,"Pawan Choudhary",570511.44,1
BR0512,"Jaipur Branch 512",CUST010625,"Neha Rathore",448237.72,2
BR0512,"Jaipur Branch 512",CUST060975,"Komal Saini",311033.16,3
BR0513,"Indore Branch 513",CUST092661,"Nikhil Choudhary",334891.34,1
BR0513,"Indore Branch 513",CUST099410,"Vivek Gupta",330142.62,2
BR0513,"Indore Branch 513",CUST034079,"Riya Patel",299869.64,3
BR0514,"Alwar Branch 514",CUST090097,"Deepak Choudhary",570941.65,1
BR0514,"Alwar Branch 514",CUST024452,"Nikhil Bansal",554236.06,2
BR0514,"Alwar Branch 514",CUST017231,"Kavita Joshi",323963.07,3
BR0515,"Udaipur Branch 515",CUST083610,"Kavita Tiwari",496957.72,1
BR0515,"Udaipur Branch 515",CUST091761,"Vivek Verma",469065.23,2
BR0515,"Udaipur Branch 515",CUST052197,"Anjali Singh",299783.18,3
BR0516,"Ahmedabad Branch 516",CUST042541,"Riya Mishra",530335.74,1
BR0516,"Ahmedabad Branch 516",CUST006021,"Pawan Mishra",336641.92,2
BR0516,"Ahmedabad Branch 516",CUST078534,"Rohit Kumar",332280.76,3
BR0517,"Kolkata Branch 517",CUST004561,"Komal Tiwari",569124.18,1
BR0517,"Kolkata Branch 517",CUST066928,"Deepak Patel",433012.93,2
BR0517,"Kolkata Branch 517",CUST035013,"Meena Mishra",370309.37,3
BR0518,"Indore Branch 518",CUST085118,"Kavita Verma",599208.90,1
BR0518,"Indore Branch 518",CUST093967,"Vikas Bansal",398206.09,2
BR0518,"Indore Branch 518",CUST072079,"Komal Mehta",390842.34,3
BR0519,"Chandigarh Branch 519",CUST077219,"Pawan Joshi",569681.14,1
BR0519,"Chandigarh Branch 519",CUST016935,"Pooja Tiwari",339676.51,2
BR0519,"Chandigarh Branch 519",CUST098328,"Sneha Patel",312670.30,3
BR0520,"Alwar Branch 520",CUST029336,"Suresh Mehta",394117.35,1
BR0520,"Alwar Branch 520",CUST019588,"Manish Tiwari",299820.34,2
BR0520,"Alwar Branch 520",CUST002313,"Kavita Gupta",299618.13,3
BR0521,"Mumbai Branch 521",CUST055498,"Komal Choudhary",306197.50,1
BR0521,"Mumbai Branch 521",CUST094008,"Ankit Verma",299811.25,2
BR0521,"Mumbai Branch 521",CUST049798,"Riya Jain",299608.43,3
BR0522,"Lucknow Branch 522",CUST014209,"Nikhil Tiwari",299867.12,1
BR0522,"Lucknow Branch 522",CUST084872,"Sneha Singh",299655.22,2
BR0522,"Lucknow Branch 522",CUST073065,"Pawan Verma",299034.87,3
BR0523,"Alwar Branch 523",CUST063945,"Meena Saini",313460.78,1
BR0523,"Alwar Branch 523",CUST080478,"Neha Sharma",299674.08,2
BR0523,"Alwar Branch 523",CUST080359,"Arjun Choudhary",299533.12,3
BR0524,"Lucknow Branch 524",CUST040679,"Karan Patel",494134.98,1
BR0524,"Lucknow Branch 524",CUST027959,"Shreya Rathore",299908.94,2
BR0524,"Lucknow Branch 524",CUST071246,"Riya Yadav",299907.80,3
BR0525,"Bengaluru Branch 525",CUST033213,"Rohit Singh",584154.49,1
BR0525,"Bengaluru Branch 525",CUST070587,"Karan Yadav",562997.36,2
BR0525,"Bengaluru Branch 525",CUST021978,"Pooja Mishra",521163.28,3
BR0526,"Kolkata Branch 526",CUST096876,"Nikhil Bansal",336922.66,1
BR0526,"Kolkata Branch 526",CUST000850,"Suresh Mishra",299921.35,2
BR0526,"Kolkata Branch 526",CUST002119,"Anjali Rathore",299830.58,3
BR0527,"Alwar Branch 527",CUST084801,"Neha Gupta",509468.80,1
BR0527,"Alwar Branch 527",CUST010265,"Manish Verma",478373.24,2
BR0527,"Alwar Branch 527",CUST020446,"Simran Tiwari",463961.73,3
BR0528,"Hyderabad Branch 528",CUST070237,"Rohit Gupta",547327.16,1
BR0528,"Hyderabad Branch 528",CUST004804,"Neha Bansal",483385.66,2
BR0528,"Hyderabad Branch 528",CUST093190,"Riya Mishra",472398.00,3
BR0529,"Udaipur Branch 529",CUST060809,"Vikas Joshi",529914.52,1
BR0529,"Udaipur Branch 529",CUST087403,"Simran Verma",353100.73,2
BR0529,"Udaipur Branch 529",CUST001472,"Simran Patel",299825.88,3
BR0530,"Jodhpur Branch 530",CUST087348,"Nikhil Tiwari",454070.72,1
BR0530,"Jodhpur Branch 530",CUST099393,"Pooja Choudhary",383272.88,2
BR0530,"Jodhpur Branch 530",CUST004310,"Shreya Bansal",351926.27,3
BR0531,"Jodhpur Branch 531",CUST091077,"Rahul Choudhary",467626.88,1
BR0531,"Jodhpur Branch 531",CUST098999,"Arjun Sharma",330141.54,2
BR0531,"Jodhpur Branch 531",CUST081121,"Sneha Mishra",299835.80,3
BR0532,"Alwar Branch 532",CUST048679,"Komal Jain",492655.56,1
BR0532,"Alwar Branch 532",CUST081096,"Sneha Bansal",354062.83,2
BR0532,"Alwar Branch 532",CUST009946,"Vivek Yadav",299921.07,3
BR0533,"Lucknow Branch 533",CUST016443,"Simran Joshi",532114.03,1
BR0533,"Lucknow Branch 533",CUST009953,"Suresh Jain",488330.57,2
BR0533,"Lucknow Branch 533",CUST064529,"Priya Singh",387152.22,3
BR0534,"Bengaluru Branch 534",CUST062257,"Meena Tiwari",481432.46,1
BR0534,"Bengaluru Branch 534",CUST025350,"Kavita Kumar",439578.60,2
BR0534,"Bengaluru Branch 534",CUST015029,"Neha Jain",402078.71,3
BR0535,"Lucknow Branch 535",CUST041072,"Anjali Joshi",354593.13,1
BR0535,"Lucknow Branch 535",CUST046354,"Rohit Choudhary",299836.25,2
BR0535,"Lucknow Branch 535",CUST037200,"Rahul Yadav",299754.56,3
BR0536,"Kolkata Branch 536",CUST095028,"Pooja Joshi",375935.12,1
BR0536,"Kolkata Branch 536",CUST054711,"Kavita Patel",341911.27,2
BR0536,"Kolkata Branch 536",CUST085964,"Kavita Gupta",335082.67,3
BR0537,"Bengaluru Branch 537",CUST017789,"Shreya Tiwari",357091.73,1
BR0537,"Bengaluru Branch 537",CUST013923,"Vivek Joshi",346507.19,2
BR0537,"Bengaluru Branch 537",CUST008738,"Neha Bansal",326633.77,3
BR0538,"Indore Branch 538",CUST028776,"Meena Yadav",549781.84,1
BR0538,"Indore Branch 538",CUST068902,"Sneha Rathore",462237.22,2
BR0538,"Indore Branch 538",CUST089456,"Kavita Singh",416065.23,3
BR0539,"Indore Branch 539",CUST042554,"Amit Verma",498852.79,1
BR0539,"Indore Branch 539",CUST017369,"Karan Kumar",334252.37,2
BR0539,"Indore Branch 539",CUST061383,"Neha Bansal",323425.04,3
BR0540,"Indore Branch 540",CUST074048,"Neha Jain",548910.60,1
BR0540,"Indore Branch 540",CUST001153,"Deepak Mehta",418904.19,2
BR0540,"Indore Branch 540",CUST099444,"Deepak Patel",388305.04,3
BR0541,"Jodhpur Branch 541",CUST098420,"Manish Gupta",578543.96,1
BR0541,"Jodhpur Branch 541",CUST092450,"Manish Kumar",521875.96,2
BR0541,"Jodhpur Branch 541",CUST045381,"Pooja Mishra",346529.98,3
BR0542,"Alwar Branch 542",CUST054314,"Karan Saini",540748.04,1
BR0542,"Alwar Branch 542",CUST014362,"Karan Choudhary",337299.80,2
BR0542,"Alwar Branch 542",CUST081969,"Karan Saini",305811.31,3
BR0543,"Surat Branch 543",CUST080100,"Vikas Gupta",1095369.80,1
BR0543,"Surat Branch 543",CUST041073,"Suresh Mehta",929810.00,2
BR0543,"Surat Branch 543",CUST032873,"Meena Agarwal",622758.18,3
BR0544,"Hyderabad Branch 544",CUST095663,"Rahul Mishra",299954.49,1
BR0544,"Hyderabad Branch 544",CUST063690,"Anjali Bansal",299773.43,2
BR0544,"Hyderabad Branch 544",CUST074782,"Amit Agarwal",299380.61,3
BR0545,"Bhopal Branch 545",CUST070336,"Pooja Mehta",474207.83,1
BR0545,"Bhopal Branch 545",CUST011458,"Vivek Agarwal",454401.93,2
BR0545,"Bhopal Branch 545",CUST060108,"Karan Joshi",393514.22,3
BR0546,"Udaipur Branch 546",CUST031366,"Arjun Jain",503971.50,1
BR0546,"Udaipur Branch 546",CUST010761,"Pooja Kumar",499900.74,2
BR0546,"Udaipur Branch 546",CUST029782,"Amit Gupta",299875.06,3
BR0547,"Lucknow Branch 547",CUST010226,"Neha Saini",374239.38,1
BR0547,"Lucknow Branch 547",CUST014248,"Amit Mehta",323638.63,2
BR0547,"Lucknow Branch 547",CUST050950,"Meena Sharma",301469.10,3
BR0548,"Chennai Branch 548",CUST053406,"Amit Singh",501773.76,1
BR0548,"Chennai Branch 548",CUST074209,"Suresh Bansal",403783.25,2
BR0548,"Chennai Branch 548",CUST068966,"Neha Bansal",299556.17,3
BR0549,"Indore Branch 549",CUST080124,"Vikas Yadav",352434.49,1
BR0549,"Indore Branch 549",CUST019282,"Karan Bansal",341714.96,2
BR0549,"Indore Branch 549",CUST089398,"Karan Agarwal",332115.39,3
BR0550,"Kota Branch 550",CUST085049,"Anjali Kumar",449405.73,1
BR0550,"Kota Branch 550",CUST083577,"Rahul Sharma",418861.17,2
BR0550,"Kota Branch 550",CUST053326,"Sneha Patel",299967.98,3
BR0551,"Hyderabad Branch 551",CUST073741,"Karan Gupta",502604.22,1
BR0551,"Hyderabad Branch 551",CUST042105,"Kavita Choudhary",381386.80,2
BR0551,"Hyderabad Branch 551",CUST066349,"Riya Yadav",323701.00,3
BR0552,"Mumbai Branch 552",CUST062051,"Karan Rathore",473956.09,1
BR0552,"Mumbai Branch 552",CUST073833,"Rahul Singh",400411.22,2
BR0552,"Mumbai Branch 552",CUST065847,"Nikhil Gupta",394650.69,3
BR0553,"Jodhpur Branch 553",CUST037483,"Anjali Singh",439301.20,1
BR0553,"Jodhpur Branch 553",CUST058020,"Shreya Mishra",431126.40,2
BR0553,"Jodhpur Branch 553",CUST052890,"Sneha Patel",404856.87,3
BR0554,"Chennai Branch 554",CUST026168,"Anjali Mehta",462357.95,1
BR0554,"Chennai Branch 554",CUST064451,"Vivek Jain",327867.38,2
BR0554,"Chennai Branch 554",CUST075474,"Anjali Yadav",299981.00,3
BR0555,"Udaipur Branch 555",CUST077051,"Rahul Malhotra",546259.54,1
BR0555,"Udaipur Branch 555",CUST072303,"Rohit Mishra",508470.86,2
BR0555,"Udaipur Branch 555",CUST030811,"Priya Singh",421516.44,3
BR0556,"Kota Branch 556",CUST074222,"Nikhil Patel",418026.88,1
BR0556,"Kota Branch 556",CUST015487,"Karan Verma",405755.26,2
BR0556,"Kota Branch 556",CUST004661,"Komal Mishra",299605.19,3
BR0557,"Udaipur Branch 557",CUST042984,"Meena Yadav",454541.65,1
BR0557,"Udaipur Branch 557",CUST015894,"Neha Patel",385836.06,2
BR0557,"Udaipur Branch 557",CUST019831,"Shreya Mishra",299736.53,3
BR0558,"Lucknow Branch 558",CUST053590,"Riya Yadav",444484.67,1
BR0558,"Lucknow Branch 558",CUST061232,"Neha Agarwal",413454.28,2
BR0558,"Lucknow Branch 558",CUST088143,"Shreya Saini",299551.80,3
BR0559,"Pune Branch 559",CUST084660,"Rohit Singh",507123.52,1
BR0559,"Pune Branch 559",CUST098726,"Pawan Gupta",474358.30,2
BR0559,"Pune Branch 559",CUST042490,"Karan Rathore",380466.68,3
BR0560,"Alwar Branch 560",CUST083612,"Komal Singh",492847.48,1
BR0560,"Alwar Branch 560",CUST069372,"Vivek Saini",462144.20,2
BR0560,"Alwar Branch 560",CUST061045,"Suresh Mishra",387401.41,3
BR0561,"Bengaluru Branch 561",CUST016941,"Manish Patel",443826.52,1
BR0561,"Bengaluru Branch 561",CUST013166,"Anjali Yadav",419401.68,2
BR0561,"Bengaluru Branch 561",CUST029628,"Neha Joshi",386787.43,3
BR0562,"Kolkata Branch 562",CUST044286,"Suresh Agarwal",543681.90,1
BR0562,"Kolkata Branch 562",CUST052456,"Komal Singh",493883.31,2
BR0562,"Kolkata Branch 562",CUST036474,"Rahul Rathore",420945.74,3
BR0563,"Pune Branch 563",CUST024833,"Amit Saini",572098.25,1
BR0563,"Pune Branch 563",CUST014703,"Deepak Mishra",314972.53,2
BR0563,"Pune Branch 563",CUST099269,"Shreya Malhotra",299683.63,3
BR0564,"Hyderabad Branch 564",CUST027473,"Pooja Kumar",471368.18,1
BR0564,"Hyderabad Branch 564",CUST064584,"Pooja Sharma",447282.25,2
BR0564,"Hyderabad Branch 564",CUST059518,"Priya Mehta",383569.59,3
BR0565,"Bhopal Branch 565",CUST022580,"Karan Agarwal",457552.03,1
BR0565,"Bhopal Branch 565",CUST019557,"Suresh Rathore",331698.69,2
BR0565,"Bhopal Branch 565",CUST094431,"Meena Tiwari",299794.74,3
BR0566,"Ahmedabad Branch 566",CUST002873,"Neha Verma",477789.73,1
BR0566,"Ahmedabad Branch 566",CUST038350,"Arjun Verma",299906.03,2
BR0566,"Ahmedabad Branch 566",CUST077396,"Simran Tiwari",299731.50,3
BR0567,"Jodhpur Branch 567",CUST045490,"Simran Mishra",374182.61,1
BR0567,"Jodhpur Branch 567",CUST020360,"Vivek Joshi",350648.71,2
BR0567,"Jodhpur Branch 567",CUST022150,"Vikas Sharma",299529.82,3
BR0568,"Chandigarh Branch 568",CUST038352,"Kavita Kumar",464954.58,1
BR0568,"Chandigarh Branch 568",CUST068269,"Pooja Kumar",342354.60,2
BR0568,"Chandigarh Branch 568",CUST016523,"Pawan Bansal",299081.43,3
BR0569,"Mumbai Branch 569",CUST013778,"Simran Jain",430587.75,1
BR0569,"Mumbai Branch 569",CUST058949,"Ankit Saini",299937.90,2
BR0569,"Mumbai Branch 569",CUST040008,"Riya Kumar",299568.47,3
BR0570,"Lucknow Branch 570",CUST095300,"Pawan Sharma",374964.19,1
BR0570,"Lucknow Branch 570",CUST012652,"Manish Patel",299208.13,2
BR0570,"Lucknow Branch 570",CUST010861,"Arjun Singh",299104.11,3
BR0571,"Surat Branch 571",CUST075296,"Deepak Choudhary",347929.29,1
BR0571,"Surat Branch 571",CUST040504,"Sneha Singh",299509.63,2
BR0571,"Surat Branch 571",CUST038895,"Meena Saini",299443.56,3
BR0572,"Kota Branch 572",CUST057647,"Deepak Choudhary",575273.12,1
BR0572,"Kota Branch 572",CUST006711,"Arjun Mishra",462648.94,2
BR0572,"Kota Branch 572",CUST078721,"Sneha Singh",316619.98,3
BR0573,"Bhopal Branch 573",CUST007900,"Vivek Agarwal",363953.49,1
BR0573,"Bhopal Branch 573",CUST004223,"Neha Bansal",325439.23,2
BR0573,"Bhopal Branch 573",CUST075608,"Kavita Jain",322687.79,3
BR0574,"Kolkata Branch 574",CUST082236,"Neha Malhotra",585063.96,1
BR0574,"Kolkata Branch 574",CUST032976,"Arjun Sharma",360130.66,2
BR0574,"Kolkata Branch 574",CUST003691,"Nikhil Rathore",299531.01,3
BR0575,"Bengaluru Branch 575",CUST078093,"Neha Mishra",314996.04,1
BR0575,"Bengaluru Branch 575",CUST030769,"Simran Agarwal",299757.39,2
BR0575,"Bengaluru Branch 575",CUST087845,"Vivek Saini",299625.93,3
BR0576,"Jaipur Branch 576",CUST046419,"Simran Kumar",442947.63,1
BR0576,"Jaipur Branch 576",CUST078904,"Karan Bansal",313560.63,2
BR0576,"Jaipur Branch 576",CUST025732,"Kavita Malhotra",302349.84,3
BR0577,"Indore Branch 577",CUST088394,"Suresh Rathore",369685.35,1
BR0577,"Indore Branch 577",CUST036119,"Anjali Yadav",346659.73,2
BR0577,"Indore Branch 577",CUST041242,"Rahul Jain",299861.56,3
BR0578,"Bengaluru Branch 578",CUST072272,"Amit Jain",506431.94,1
BR0578,"Bengaluru Branch 578",CUST012742,"Nikhil Choudhary",430418.97,2
BR0578,"Bengaluru Branch 578",CUST087388,"Simran Sharma",345502.67,3
BR0579,"Delhi Branch 579",CUST029178,"Neha Agarwal",365104.71,1
BR0579,"Delhi Branch 579",CUST031346,"Karan Joshi",349574.39,2
BR0579,"Delhi Branch 579",CUST083684,"Deepak Kumar",337835.60,3
BR0580,"Delhi Branch 580",CUST059874,"Simran Joshi",451464.75,1
BR0580,"Delhi Branch 580",CUST012855,"Rahul Singh",337087.78,2
BR0580,"Delhi Branch 580",CUST097639,"Riya Agarwal",327725.60,3
BR0581,"Chennai Branch 581",CUST084070,"Vikas Verma",547514.10,1
BR0581,"Chennai Branch 581",CUST003340,"Arjun Choudhary",523246.64,2
BR0581,"Chennai Branch 581",CUST042081,"Nikhil Singh",402305.17,3
BR0582,"Jodhpur Branch 582",CUST048480,"Meena Tiwari",568923.77,1
BR0582,"Jodhpur Branch 582",CUST019985,"Rahul Joshi",345922.38,2
BR0582,"Jodhpur Branch 582",CUST045290,"Arjun Yadav",326103.86,3
BR0583,"Udaipur Branch 583",CUST047394,"Pawan Verma",465539.32,1
BR0583,"Udaipur Branch 583",CUST034276,"Simran Mehta",406732.48,2
BR0583,"Udaipur Branch 583",CUST000401,"Simran Yadav",299928.03,3
BR0584,"Mumbai Branch 584",CUST074455,"Amit Rathore",299403.83,1
BR0584,"Mumbai Branch 584",CUST076972,"Karan Choudhary",299398.68,2
BR0584,"Mumbai Branch 584",CUST017538,"Rohit Gupta",298947.95,3
BR0585,"Jaipur Branch 585",CUST066761,"Arjun Saini",361451.15,1
BR0585,"Jaipur Branch 585",CUST059439,"Pooja Saini",299957.39,2
BR0585,"Jaipur Branch 585",CUST087526,"Kavita Yadav",299646.80,3
BR0586,"Pune Branch 586",CUST040470,"Neha Bansal",542209.00,1
BR0586,"Pune Branch 586",CUST075788,"Rahul Patel",508556.06,2
BR0586,"Pune Branch 586",CUST094744,"Deepak Joshi",440415.88,3
BR0587,"Indore Branch 587",CUST097867,"Rohit Patel",299838.46,1
BR0587,"Indore Branch 587",CUST095499,"Riya Joshi",299591.01,2
BR0587,"Indore Branch 587",CUST090989,"Rohit Bansal",299237.52,3
BR0588,"Udaipur Branch 588",CUST012273,"Anjali Yadav",491663.23,1
BR0588,"Udaipur Branch 588",CUST005551,"Deepak Verma",427992.54,2
BR0588,"Udaipur Branch 588",CUST014566,"Simran Malhotra",390653.03,3
BR0589,"Mumbai Branch 589",CUST069849,"Simran Singh",390166.36,1
BR0589,"Mumbai Branch 589",CUST095235,"Pooja Gupta",359613.74,2
BR0589,"Mumbai Branch 589",CUST029214,"Komal Mehta",299906.51,3
BR0590,"Chandigarh Branch 590",CUST051834,"Pawan Malhotra",474988.82,1
BR0590,"Chandigarh Branch 590",CUST038742,"Karan Verma",355077.08,2
BR0590,"Chandigarh Branch 590",CUST093769,"Deepak Malhotra",326191.99,3
BR0591,"Lucknow Branch 591",CUST016388,"Riya Bansal",431565.48,1
BR0591,"Lucknow Branch 591",CUST063077,"Neha Sharma",429209.73,2
BR0591,"Lucknow Branch 591",CUST057238,"Riya Gupta",402485.06,3
BR0592,"Pune Branch 592",CUST013852,"Ankit Mehta",516648.26,1
BR0592,"Pune Branch 592",CUST074905,"Manish Malhotra",442395.52,2
BR0592,"Pune Branch 592",CUST098740,"Pawan Mishra",404013.13,3
BR0593,"Delhi Branch 593",CUST031239,"Sneha Joshi",469038.55,1
BR0593,"Delhi Branch 593",CUST046753,"Komal Sharma",450839.43,2
BR0593,"Delhi Branch 593",CUST031405,"Komal Kumar",361732.59,3
BR0594,"Jodhpur Branch 594",CUST048716,"Manish Bansal",409533.32,1
BR0594,"Jodhpur Branch 594",CUST068631,"Amit Choudhary",325345.48,2
BR0594,"Jodhpur Branch 594",CUST053788,"Sneha Gupta",299754.80,3
BR0595,"Lucknow Branch 595",CUST033668,"Komal Choudhary",448193.40,1
BR0595,"Lucknow Branch 595",CUST030094,"Sneha Agarwal",405632.13,2
BR0595,"Lucknow Branch 595",CUST097898,"Nikhil Malhotra",299252.25,3
BR0596,"Chennai Branch 596",CUST032045,"Pooja Yadav",569205.50,1
BR0596,"Chennai Branch 596",CUST013375,"Rahul Verma",556933.13,2
BR0596,"Chennai Branch 596",CUST060424,"Pawan Sharma",464081.75,3
BR0597,"Alwar Branch 597",CUST001865,"Komal Saini",449837.70,1
BR0597,"Alwar Branch 597",CUST010194,"Rohit Saini",444692.63,2
BR0597,"Alwar Branch 597",CUST048146,"Vikas Gupta",398943.07,3
BR0598,"Surat Branch 598",CUST060432,"Simran Bansal",407412.35,1
BR0598,"Surat Branch 598",CUST063161,"Pawan Tiwari",357020.29,2
BR0598,"Surat Branch 598",CUST032987,"Riya Malhotra",352134.98,3
BR0599,"Ahmedabad Branch 599",CUST052540,"Kavita Mishra",471196.70,1
BR0599,"Ahmedabad Branch 599",CUST025172,"Neha Sharma",436656.13,2
BR0599,"Ahmedabad Branch 599",CUST009882,"Vivek Mishra",333515.42,3
BR0600,"Kolkata Branch 600",CUST065818,"Meena Malhotra",498942.37,1
BR0600,"Kolkata Branch 600",CUST024063,"Neha Gupta",444898.23,2
BR0600,"Kolkata Branch 600",CUST037054,"Ankit Malhotra",333435.78,3
BR0601,"Lucknow Branch 601",CUST023283,"Vikas Gupta",525438.85,1
BR0601,"Lucknow Branch 601",CUST098703,"Vivek Mehta",343840.14,2
BR0601,"Lucknow Branch 601",CUST049307,"Ankit Gupta",299882.26,3
BR0602,"Jodhpur Branch 602",CUST031397,"Shreya Verma",444461.52,1
BR0602,"Jodhpur Branch 602",CUST042268,"Priya Saini",323820.72,2
BR0602,"Jodhpur Branch 602",CUST018001,"Shreya Sharma",319260.99,3
BR0603,"Delhi Branch 603",CUST038189,"Karan Bansal",459892.57,1
BR0603,"Delhi Branch 603",CUST032036,"Komal Patel",451944.05,2
BR0603,"Delhi Branch 603",CUST075600,"Pawan Gupta",428345.13,3
BR0604,"Mumbai Branch 604",CUST092638,"Karan Singh",384661.64,1
BR0604,"Mumbai Branch 604",CUST021129,"Simran Tiwari",371225.66,2
BR0604,"Mumbai Branch 604",CUST027588,"Rohit Yadav",366074.98,3
BR0605,"Pune Branch 605",CUST098217,"Suresh Gupta",416356.88,1
BR0605,"Pune Branch 605",CUST035716,"Rohit Bansal",304245.93,2
BR0605,"Pune Branch 605",CUST057827,"Neha Verma",299661.77,3
BR0606,"Surat Branch 606",CUST038110,"Vivek Singh",436055.88,1
BR0606,"Surat Branch 606",CUST039959,"Neha Bansal",393512.44,2
BR0606,"Surat Branch 606",CUST055753,"Rahul Gupta",376293.37,3
BR0607,"Jodhpur Branch 607",CUST074716,"Priya Tiwari",445659.15,1
BR0607,"Jodhpur Branch 607",CUST052266,"Karan Kumar",436339.93,2
BR0607,"Jodhpur Branch 607",CUST013868,"Suresh Yadav",433833.79,3
BR0608,"Alwar Branch 608",CUST096125,"Pooja Mehta",373987.45,1
BR0608,"Alwar Branch 608",CUST088424,"Pooja Kumar",357503.38,2
BR0608,"Alwar Branch 608",CUST054854,"Karan Gupta",298482.51,3
BR0609,"Hyderabad Branch 609",CUST089725,"Meena Jain",573471.65,1
BR0609,"Hyderabad Branch 609",CUST029958,"Deepak Mishra",390208.35,2
BR0609,"Hyderabad Branch 609",CUST085431,"Pawan Agarwal",362250.69,3
BR0610,"Delhi Branch 610",CUST019687,"Pooja Bansal",513847.60,1
BR0610,"Delhi Branch 610",CUST039159,"Kavita Mishra",471958.32,2
BR0610,"Delhi Branch 610",CUST062119,"Nikhil Tiwari",416436.38,3
BR0611,"Kota Branch 611",CUST043973,"Neha Malhotra",546301.29,1
BR0611,"Kota Branch 611",CUST051329,"Pooja Tiwari",545657.47,2
BR0611,"Kota Branch 611",CUST027849,"Suresh Mishra",496501.95,3
BR0612,"Delhi Branch 612",CUST018622,"Simran Saini",473806.24,1
BR0612,"Delhi Branch 612",CUST094375,"Suresh Saini",440597.44,2
BR0612,"Delhi Branch 612",CUST064630,"Shreya Gupta",365509.20,3
BR0613,"Alwar Branch 613",CUST070098,"Arjun Mehta",567564.85,1
BR0613,"Alwar Branch 613",CUST028774,"Kavita Joshi",489812.34,2
BR0613,"Alwar Branch 613",CUST082129,"Shreya Singh",379534.52,3
BR0614,"Bhopal Branch 614",CUST007918,"Suresh Mehta",570441.20,1
BR0614,"Bhopal Branch 614",CUST025191,"Vivek Joshi",404876.65,2
BR0614,"Bhopal Branch 614",CUST056788,"Rahul Kumar",351919.47,3
BR0615,"Lucknow Branch 615",CUST068108,"Simran Malhotra",456147.86,1
BR0615,"Lucknow Branch 615",CUST023442,"Riya Kumar",299742.36,2
BR0615,"Lucknow Branch 615",CUST089675,"Neha Malhotra",299355.43,3
BR0616,"Ahmedabad Branch 616",CUST091728,"Manish Patel",491200.12,1
BR0616,"Ahmedabad Branch 616",CUST044787,"Neha Jain",457808.89,2
