Card_ID,Customer_ID,Account_ID,Card_Type,Card_Last_6,Issue_Date,Expiry_Date,Card_Status
CARD0000607,CUST089727,ACC0105209,Unknown,931221,2023-09-29,2023-09-29,Active
CARD0000608,CUST050359,ACC0115851,Credit,808209,2024-06-14,2024-06-14,Inactive
CARD0000609,CUST012770,ACC0053488,Prepaid,406390,2024-10-25,2024-10-25,Active
CARD0000610,CUST046867,ACC0079453,Unknown,600110,2025-06-13,2025-06-13,Unknown
CARD0000611,CUST028886,ACC0117316,Prepaid,489781,2024-01-23,2024-01-23,Unknown
CARD0000612,CUST093021,ACC0083028,Debit,777114,2025-12-04,2025-12-04,Active
CARD0000613,CUST068303,ACC0027905,Debit,735116,2024-12-16,2024-12-16,Unknown
CARD0000614,CUST092993,ACC0012593,Credit,921296,2023-04-01,2023-04-01,Active
CARD0000615,CUST017556,ACC0007662,Debit,860110,2023-09-04,2023-09-04,Unknown
CARD0000616,CUST083510,ACC0044942,Credit,929249,2023-07-31,2023-07-31,Active
CARD0000617,CUST046060,ACC0022712,Prepaid,749184,2023-06-16,2023-06-16,Active
CARD0000618,CUST051784,ACC0085687,Unknown,542043,2024-11-01,2024-11-01,Active
CARD0000619,CUST051540,ACC0078678,Credit,852315,2023-12-26,2023-12-26,Unknown
CARD0000620,CUST023621,ACC0019577,Debit,740779,2022-08-31,2022-08-31,Closed
CARD0000621,CUST046117,ACC0104687,Credit,471034,2025-12-17,2025-12-17,Dormant
CARD0000622,CUST094154,ACC0128306,Prepaid,868198,2024-07-07,2024-07-07,Dormant
CARD0000623,CUST051604,ACC0049529,Credit,542248,2022-09-21,2022-09-21,Active
CARD0000624,CUST080884,ACC0080160,Debit,429248,2023-01-03,2023-01-03,Dormant
CARD0000625,CUST062085,ACC0025736,Prepaid,929317,2022-03-17,2022-03-17,Active
CARD0000626,CUST003624,ACC0020828,Credit,739014,2023-01-16,2023-01-16,Inactive
CARD0000627,CUST099725,ACC0054368,Unknown,578528,2025-07-01,2025-07-01,Active
CARD0000628,CUST077248,ACC0127261,Unknown,686310,2023-02-16,0000-00-00,Dormant
CARD0000629,CUST063348,ACC0069269,Debit,832015,2023-02-13,2023-02-13,Active
CARD0000630,CUST049757,ACC0084268,Debit,856729,2024-03-18,2024-03-18,Dormant
CARD0000631,CUST023497,ACC0027679,Debit,431396,2023-06-08,2023-06-08,Closed
CARD0000632,CUST055422,ACC0032222,Debit,690955,2025-12-19,2025-12-19,Dormant
CARD0000633,CUST065118,ACC0110744,Prepaid,872699,2024-05-03,2024-05-03,Unknown
CARD0000634,CUST065327,ACC0098394,Credit,712546,2024-09-13,2024-09-13,Active
CARD0000635,CUST012462,ACC0017292,Unknown,710676,2025-12-04,2025-12-04,Dormant
CARD0000636,CUST016145,ACC0092217,Unknown,496449,2022-10-12,2022-10-12,Inactive
CARD0000637,CUST048964,ACC0115964,Prepaid,930767,2022-08-30,2022-08-30,Inactive
CARD0000638,CUST049962,ACC0041653,Unknown,635923,2025-02-06,2025-02-06,Active
CARD0000639,CUST048474,ACC0059192,Unknown,632227,2025-05-16,2025-05-16,Inactive
CARD0000640,CUST060731,ACC0007165,Unknown,868944,2022-08-31,2022-08-31,Dormant
CARD0000641,CUST006119,ACC0103312,Debit,426671,2025-09-03,2025-09-03,Active
CARD0000642,CUST022699,ACC0022770,Prepaid,629121,2025-04-01,2025-04-01,Closed
CARD0000643,CUST080884,ACC0052322,Prepaid,844798,2025-10-20,2025-10-20,Dormant
CARD0000644,CUST004534,ACC0027721,Prepaid,950587,2025-03-29,2025-03-29,Active
CARD0000645,CUST073540,ACC0018518,Prepaid,895041,2024-11-30,2024-11-30,Dormant
CARD0000646,CUST002280,ACC0125338,Prepaid,609158,2025-07-27,2025-07-27,Unknown
CARD0000647,CUST022780,ACC0016199,Debit,544013,2024-12-27,2024-12-27,Unknown
CARD0000648,CUST032742,ACC0076503,Unknown,510316,2022-05-04,2022-05-04,Closed
CARD0000649,CUST016218,ACC0059052,Credit,579085,2022-06-15,2022-06-15,Active
CARD0000650,CUST087473,ACC0098022,Credit,415058,2025-04-26,2025-04-26,Closed
CARD0000651,CUST087549,ACC0094787,Debit,825943,2022-09-20,2022-09-20,Closed
CARD0000652,CUST081174,ACC0068787,Debit,936417,2023-05-30,2023-05-30,Closed
CARD0000653,CUST043401,ACC0092076,Debit,882694,2024-02-03,0000-00-00,Unknown
CARD0000654,CUST088278,ACC0051972,Debit,761420,2023-06-15,2023-06-15,Active
CARD0000655,CUST042883,ACC0117319,Debit,763844,2022-05-25,2022-05-25,Unknown
CARD0000656,CUST064561,ACC0092972,Debit,505547,2025-12-13,2025-12-13,Active
CARD0000657,CUST038430,ACC0011239,Prepaid,638052,2024-05-30,2024-05-30,Unknown
CARD0000658,CUST093847,ACC0055148,Debit,469250,2022-11-08,2022-11-08,Inactive
CARD0000659,CUST000516,ACC0048367,Prepaid,937726,2022-07-11,2022-07-11,Active
CARD0000660,CUST083517,ACC0037641,Credit,636700,2022-09-14,2022-09-14,Inactive
CARD0000661,CUST079901,ACC0012048,Prepaid,598495,2022-12-14,2022-12-14,Closed
CARD0000662,CUST083568,ACC0069945,Prepaid,532701,2023-02-24,2023-02-24,Closed
CARD0000663,CUST073985,ACC0006661,Unknown,949914,2024-04-22,2024-04-22,Active
CARD0000664,CUST052221,ACC0019142,Prepaid,445726,2024-05-03,2024-05-03,Active
CARD0000665,CUST067218,ACC0108013,Prepaid,917634,2023-12-02,2023-12-02,Closed
CARD0000666,CUST076146,ACC0010600,Unknown,560210,2024-03-10,2024-03-10,Inactive
CARD0000667,CUST095093,ACC0058177,Debit,519985,2023-12-06,2023-12-06,Active
CARD0000668,CUST006094,ACC0110628,Credit,429332,2023-11-08,2023-11-08,Unknown
CARD0000669,CUST046051,ACC0041051,Credit,627099,2024-09-06,2024-09-06,Dormant
CARD0000670,CUST071996,ACC0026807,Credit,660629,2024-09-14,2024-09-14,Closed
CARD0000671,CUST004440,ACC0065089,Debit,898914,2023-05-13,2023-05-13,Unknown
CARD0000672,CUST022756,ACC0017574,Credit,495229,2023-10-04,2023-10-04,Inactive
CARD0000673,CUST039595,ACC0111054,Prepaid,620509,2024-10-06,2024-10-06,Unknown
CARD0000674,CUST087445,ACC0114827,Unknown,629310,2025-05-14,2025-05-14,Inactive
CARD0000675,CUST028261,ACC0064703,Debit,990150,2025-05-25,2025-05-25,Active
CARD0000676,CUST082586,ACC0086748,Debit,869788,2025-09-25,2025-09-25,Unknown
CARD0000677,CUST095804,ACC0028888,Credit,923981,2023-02-12,2023-02-12,Active
CARD0000678,CUST037498,ACC0071543,Unknown,849224,2023-02-02,2023-02-02,Active
CARD0000679,CUST083167,ACC0120315,Debit,654028,2023-03-07,2023-03-07,Inactive
CARD0000680,CUST091971,ACC0040286,Debit,859347,2025-12-05,2025-12-05,Active
CARD0000681,CUST054114,ACC0074154,Debit,634148,2024-08-19,2024-08-19,Unknown
CARD0000682,CUST042527,ACC0044579,Unknown,777901,2024-11-12,2024-11-12,Closed
CARD0000683,CUST030124,ACC0012384,Credit,455146,2025-02-24,2025-02-24,Active
CARD0000684,CUST011249,ACC0122763,Debit,431348,2025-09-17,2025-09-17,Active
CARD0000685,CUST017554,ACC0061962,Credit,456366,2023-07-09,2023-07-09,Closed
CARD0000686,CUST032081,ACC0073652,Debit,964284,2023-11-28,2023-11-28,Closed
CARD0000687,CUST057209,ACC0126768,Debit,712411,2025-02-25,2025-02-25,Active
CARD0000688,CUST041872,ACC0078623,Prepaid,507680,2023-09-27,2023-09-27,Active
CARD0000689,CUST071013,ACC0016498,Debit,913354,2022-12-31,2022-12-31,Unknown
CARD0000690,CUST076593,ACC0006560,Debit,408383,2023-03-18,0000-00-00,Active
CARD0000691,CUST081998,ACC0025332,Debit,453535,2023-05-25,2023-05-25,Dormant
CARD0000692,CUST071821,ACC0103285,Credit,752113,2023-09-11,2023-09-11,Inactive
CARD0000693,CUST000255,ACC0012881,Debit,799190,2024-08-03,2024-08-03,Unknown
CARD0000694,CUST071896,ACC0072554,Credit,586264,2023-12-16,2023-12-16,Dormant
CARD0000695,CUST055381,ACC0005773,Credit,604061,2024-07-18,2024-07-18,Dormant
CARD0000696,CUST071520,ACC0021562,Prepaid,906436,2024-07-21,2024-07-21,Active
CARD0000697,CUST003792,ACC0073121,Credit,782345,2023-09-29,2023-09-29,Active
CARD0000698,CUST074761,ACC0092251,Credit,629376,2023-09-14,2023-09-14,Unknown
CARD0000699,CUST097787,ACC0069673,Credit,632571,2023-06-05,2023-06-05,Active
CARD0000700,CUST042710,ACC0118799,Unknown,876890,2025-05-30,2025-05-30,Active
CARD0000701,CUST092679,ACC0036060,Prepaid,538226,2023-12-20,2023-12-20,Dormant
CARD0000702,CUST018913,ACC0080675,Unknown,941950,2025-05-14,2025-05-14,Inactive
CARD0000703,CUST038741,ACC0049179,Credit,670989,2024-05-19,2024-05-19,Unknown
CARD0000704,CUST057752,ACC0101539,Prepaid,733207,2023-12-15,2023-12-15,Inactive
CARD0000705,CUST061459,ACC0038963,Credit,660852,2023-04-11,2023-04-11,Closed
CARD0000706,CUST060490,ACC0056597,Unknown,508583,2025-11-04,2025-11-04,Closed
CARD0000707,CUST088151,ACC0008701,Debit,499111,2024-04-08,2024-04-08,Active
CARD0000708,CUST043042,ACC0080360,Debit,893119,2022-05-12,2022-05-12,Active
CARD0000709,CUST055153,ACC0076269,Unknown,945663,2024-07-05,2024-07-05,Unknown
CARD0000710,CUST033565,ACC0029659,Unknown,855883,2024-07-29,2024-07-29,Inactive
CARD0000711,CUST051454,ACC0079004,Unknown,460895,2024-08-19,2024-08-19,Closed
CARD0000712,CUST097003,ACC0045407,Debit,496001,2024-09-12,2024-09-12,Active
CARD0000713,CUST036217,ACC0115198,Prepaid,561121,2024-11-20,2024-11-20,Closed
CARD0000714,CUST054602,ACC0121781,Credit,669059,2023-03-03,2023-03-03,Unknown
CARD0000715,CUST004204,ACC0017419,Prepaid,779960,2025-07-31,2025-07-31,Dormant
CARD0000716,CUST059346,ACC0100742,Prepaid,572422,2022-04-14,2022-04-14,Active
CARD0000717,CUST066166,ACC0072068,Debit,729285,2023-05-23,2023-05-23,Unknown
CARD0000718,CUST030144,ACC0009760,Debit,849796,2024-04-07,2024-04-07,Unknown
CARD0000719,CUST087220,ACC0041169,Debit,733007,2022-02-12,2022-02-12,Unknown
CARD0000720,CUST002996,ACC0030389,Prepaid,491863,2025-09-11,2025-09-11,Inactive
CARD0000721,CUST099353,ACC0014075,Unknown,816696,2025-05-30,2025-05-30,Active
CARD0000722,CUST009235,ACC0039886,Credit,921490,2024-04-12,2024-04-12,Unknown
CARD0000723,CUST077456,ACC0027071,Debit,535465,2024-04-09,2024-04-09,Inactive
CARD0000724,CUST015480,ACC0008404,Credit,806531,2024-07-04,2024-07-04,Active
CARD0000725,CUST058834,ACC0039530,Credit,404229,2022-01-08,2022-01-08,Active
CARD0000726,CUST071410,ACC0107292,Credit,674491,2023-01-16,2023-01-16,Dormant
CARD0000727,CUST020809,ACC0095192,Credit,751075,2025-04-02,2025-04-02,Unknown
CARD0000728,CUST029729,ACC0048967,Debit,577272,2023-05-21,2023-05-21,Active
CARD0000729,CUST062336,ACC0065188,Debit,976803,2022-02-08,2022-02-08,Dormant
CARD0000730,CUST085139,ACC0107379,Debit,448980,2025-03-26,2025-03-26,Unknown
CARD0000731,CUST029815,ACC0117820,Debit,659258,2022-09-06,2022-09-06,Unknown
CARD0000732,CUST061374,ACC0001270,Credit,625923,2025-11-01,2025-11-01,Active
CARD0000733,CUST078094,ACC0088714,Debit,607984,2023-10-30,2023-10-30,Unknown
CARD0000734,CUST090253,ACC0073280,Credit,739510,2025-03-26,2025-03-26,Dormant
CARD0000735,CUST055979,ACC0070889,Debit,997074,2025-06-07,2025-06-07,Dormant
CARD0000736,CUST072744,ACC0061471,Unknown,416232,2025-09-30,2025-09-30,Inactive
CARD0000737,CUST042242,ACC0093799,Unknown,533862,2024-01-04,2024-01-04,Inactive
CARD0000738,CUST085650,ACC0090969,Debit,680608,2022-07-14,2022-07-14,Active
CARD0000739,CUST094116,ACC0107102,Unknown,695512,2022-04-21,2022-04-21,Dormant
CARD0000740,CUST058503,ACC0046609,Credit,584884,2022-01-05,2022-01-05,Active
CARD0000741,CUST077915,ACC0090935,Debit,524277,2023-03-04,2023-03-04,Dormant
CARD0000742,CUST093960,ACC0008370,Debit,741630,2024-02-10,2024-02-10,Unknown
CARD0000743,CUST068808,ACC0065580,Debit,730349,2023-03-17,2023-03-17,Dormant
CARD0000744,CUST087582,ACC0029805,Prepaid,575068,2022-09-23,2022-09-23,Inactive
CARD0000745,CUST075364,ACC0112623,Unknown,825036,2022-07-24,2022-07-24,Unknown
CARD0000746,CUST015285,ACC0101482,Unknown,496724,2023-01-20,0000-00-00,Dormant
CARD0000747,CUST061840,ACC0095150,Debit,406972,2025-11-18,2025-11-18,Unknown
CARD0000748,CUST072999,ACC0120212,Credit,686537,2025-07-13,2025-07-13,Dormant
CARD0000749,CUST051152,ACC0112321,Debit,987418,2024-07-30,2024-07-30,Active
CARD0000750,CUST076787,ACC0063618,Debit,641070,2023-11-14,2023-11-14,Unknown
CARD0000751,CUST024460,ACC0077129,Credit,497107,2025-03-26,2025-03-26,Closed
CARD0000752,CUST051452,ACC0054318,Credit,964591,2024-03-30,2024-03-30,Active
CARD0000753,CUST005242,ACC0011178,Unknown,419046,2025-12-06,2025-12-06,Closed
CARD0000754,CUST096245,ACC0070761,Credit,634543,2022-09-24,2022-09-24,Unknown
CARD0000755,CUST015415,ACC0097140,Credit,639815,2023-07-04,2023-07-04,Active
CARD0000756,CUST032684,ACC0093102,Unknown,407097,2023-01-31,2023-01-31,Unknown
CARD0000757,CUST027365,ACC0061646,Prepaid,843383,2024-06-16,2024-06-16,Closed
CARD0000758,CUST044151,ACC0044015,Debit,910041,2025-03-16,2025-03-16,Active
CARD0000759,CUST002940,ACC0002077,Prepaid,831497,2024-02-20,2024-02-20,Closed
CARD0000760,CUST081856,ACC0095749,Prepaid,669981,2025-11-18,2025-11-18,Closed
CARD0000761,CUST096501,ACC0047793,Prepaid,896179,2024-01-09,0000-00-00,Active
CARD0000762,CUST015612,ACC0020526,Unknown,887726,2023-11-19,2023-11-19,Unknown
CARD0000763,CUST024795,ACC0111254,Credit,896721,2022-07-23,2022-07-23,Unknown
CARD0000764,CUST008559,ACC0053126,Unknown,520117,2024-08-21,2024-08-21,Active
CARD0000765,CUST006464,ACC0106387,Debit,619874,2024-09-25,2024-09-25,Active
CARD0000766,CUST006845,ACC0073359,Prepaid,807895,2024-05-19,2024-05-19,Active
CARD0000767,CUST085514,ACC0053989,Debit,452376,2024-04-23,2024-04-23,Dormant
CARD0000768,CUST010423,ACC0093733,Debit,746200,2025-12-29,0000-00-00,Unknown
CARD0000769,CUST006495,ACC0002352,Debit,414932,2024-03-28,2024-03-28,Inactive
CARD0000770,CUST062384,ACC0008863,Debit,481946,2022-01-08,2022-01-08,Active
CARD0000771,CUST089074,ACC0072811,Prepaid,685540,2022-08-16,2022-08-16,Active
CARD0000772,CUST074684,ACC0008501,Debit,705784,2024-01-25,2024-01-25,Dormant
CARD0000773,CUST092697,ACC0042579,Debit,582857,2022-08-11,2022-08-11,Active
CARD0000774,CUST020180,ACC0000963,Debit,639516,2022-09-21,2022-09-21,Active
CARD0000775,CUST024976,ACC0059699,Unknown,590673,2024-10-10,0000-00-00,Unknown
CARD0000776,CUST065678,ACC0043203,Debit,622895,2023-04-21,2023-04-21,Dormant
CARD0000777,CUST013597,ACC0041051,Credit,456636,2022-06-20,2022-06-20,Dormant
CARD0000778,CUST006828,ACC0041752,Debit,969800,2022-11-20,2022-11-20,Unknown
CARD0000779,CUST098926,ACC0070220,Credit,562108,2022-05-07,2022-05-07,Active
CARD0000780,CUST019773,ACC0081364,Unknown,957125,2025-01-14,2025-01-14,Active
CARD0000781,CUST046573,ACC0031681,Credit,402285,2022-09-01,2022-09-01,Inactive
CARD0000782,CUST018893,ACC0019874,Prepaid,500204,2024-12-22,2024-12-22,Unknown
CARD0000783,CUST060317,ACC0089672,Debit,800047,2024-02-23,2024-02-23,Closed
CARD0000784,CUST059789,ACC0128180,Credit,791060,2023-11-09,2023-11-09,Active
CARD0000785,CUST068806,ACC0113546,Prepaid,790533,2023-08-23,2023-08-23,Active
CARD0000786,CUST033636,ACC0097881,Unknown,929639,2025-12-22,2025-12-22,Unknown
CARD0000787,CUST017416,ACC0053955,Unknown,674973,2025-05-12,2025-05-12,Unknown
CARD0000788,CUST010159,ACC0023564,Credit,883332,2022-01-08,2022-01-08,Active
CARD0000789,CUST063421,ACC0120395,Debit,818943,2024-12-18,2024-12-18,Inactive
CARD0000790,CUST012680,ACC0092521,Debit,721667,2022-01-20,2022-01-20,Active
CARD0000791,CUST071749,ACC0028182,Prepaid,879218,2024-03-07,2024-03-07,Unknown
CARD0000792,CUST078735,ACC0066374,Debit,608490,2024-05-11,2024-05-11,Inactive
CARD0000793,CUST071453,ACC0038036,Debit,778286,2024-12-20,2024-12-20,Closed
CARD0000794,CUST051865,ACC0112576,Unknown,776776,2022-05-07,2022-05-07,Active
CARD0000795,CUST041476,ACC0080944,Prepaid,904336,2025-05-12,2025-05-12,Inactive
CARD0000796,CUST095969,ACC0096672,Debit,488471,2025-02-04,2025-02-04,Inactive
CARD0000797,CUST015862,ACC0100030,Prepaid,439964,2025-06-17,2025-06-17,Inactive
CARD0000798,CUST068842,ACC0023424,Debit,495552,2022-08-30,2022-08-30,Unknown
CARD0000799,CUST072322,ACC0058772,Credit,434892,2025-03-26,2025-03-26,Inactive
CARD0000800,CUST051912,ACC0020785,Unknown,771202,2025-03-25,2025-03-25,Active
CARD0000801,CUST035541,ACC0086131,Unknown,800025,2024-03-22,2024-03-22,Unknown
CARD0000802,CUST064494,ACC0084146,Unknown,924678,2022-07-17,2022-07-17,Active
CARD0000803,CUST032068,ACC0022209,Debit,953290,2022-11-07,2022-11-07,Unknown
CARD0000804,CUST025872,ACC0029262,Unknown,415599,2023-01-12,2023-01-12,Unknown
CARD0000805,CUST087468,ACC0106107,Debit,525477,2025-05-28,2025-05-28,Unknown
CARD0000806,CUST006677,ACC0114316,Debit,707351,2025-10-28,2025-10-28,Unknown
CARD0000807,CUST000372,ACC0031098,Debit,433193,2024-07-05,2024-07-05,Closed
CARD0000808,CUST062723,ACC0075791,Credit,731223,2022-03-19,2022-03-19,Active
CARD0000809,CUST041675,ACC0001296,Credit,976895,2023-06-20,2023-06-20,Active
CARD0000810,CUST080702,ACC0068952,Credit,495258,2022-09-27,2022-09-27,Active
CARD0000811,CUST035463,ACC0057747,Credit,572485,2022-04-05,2022-04-05,Inactive
CARD0000812,CUST017860,ACC0002949,Credit,539719,2024-12-16,2024-12-16,Unknown
CARD0000813,CUST066203,ACC0058361,Credit,836992,2022-06-25,2022-06-25,Dormant
CARD0000814,CUST019400,ACC0013580,Credit,547911,2023-02-06,2023-02-06,Closed
CARD0000815,CUST041561,ACC0012185,Unknown,631880,2025-09-16,2025-09-16,Unknown
CARD0000816,CUST099082,ACC0055874,Prepaid,828152,2023-08-29,2023-08-29,Unknown
CARD0000817,CUST043507,ACC0085311,Credit,410578,2025-11-15,2025-11-15,Active
CARD0000818,CUST042957,ACC0026396,Prepaid,923290,2025-08-12,2025-08-12,Inactive
CARD0000819,CUST079623,ACC0105733,Debit,852653,2022-12-29,2022-12-29,Inactive
CARD0000820,CUST027570,ACC0096011,Credit,842105,2023-11-05,2023-11-05,Active
CARD0000821,CUST054308,ACC0012576,Prepaid,880904,2022-08-01,2022-08-01,Unknown
CARD0000822,CUST055035,ACC0017102,Debit,469337,2024-12-10,2024-12-10,Active
CARD0000823,CUST032988,ACC0075001,Debit,502967,2025-12-13,2025-12-13,Dormant
CARD0000824,CUST072744,ACC0083968,Debit,689072,2022-09-07,2022-09-07,Active
CARD0000825,CUST002455,ACC0082661,Debit,957571,2025-01-22,2025-01-22,Dormant
CARD0000826,CUST064895,ACC0011508,Unknown,453277,2024-07-15,2024-07-15,Dormant
CARD0000827,CUST034585,ACC0120986,Debit,897913,2024-11-03,2024-11-03,Inactive
CARD0000828,CUST073838,ACC0117918,Debit,464619,2024-05-16,2024-05-16,Unknown
CARD0000829,CUST066278,ACC0128486,Unknown,960844,2023-09-17,2023-09-17,Unknown
CARD0000830,CUST007191,ACC0101659,Prepaid,570311,2022-12-13,2022-12-13,Unknown
CARD0000831,CUST011045,ACC0055148,Credit,531349,2025-12-14,2025-12-14,Dormant
CARD0000832,CUST079068,ACC0114788,Debit,825685,2023-03-02,2023-03-02,Unknown
CARD0000833,CUST013493,ACC0025850,Unknown,682258,2025-02-14,2025-02-14,Active
CARD0000834,CUST077228,ACC0127023,Prepaid,682146,2022-12-21,2022-12-21,Closed
CARD0000835,CUST040209,ACC0026471,Debit,700244,2025-12-20,2025-12-20,Active
CARD0000836,CUST024794,ACC0021677,Debit,761865,2025-08-06,2025-08-06,Active
CARD0000837,CUST083048,ACC0062540,Prepaid,628104,2022-01-18,2022-01-18,Closed
CARD0000838,CUST001149,ACC0064656,Unknown,485362,2024-01-23,2024-01-23,Dormant
CARD0000839,CUST022822,ACC0053605,Debit,738516,2024-12-01,2024-12-01,Active
CARD0000840,CUST015661,ACC0031304,Debit,443560,2022-03-11,2022-03-11,Closed
CARD0000841,CUST080429,ACC0038747,Debit,500882,2022-03-23,2022-03-23,Closed
CARD0000842,CUST016208,ACC0075898,Debit,448967,2023-11-24,2023-11-24,Closed
CARD0000843,CUST035385,ACC0071704,Debit,718170,2023-11-21,2023-11-21,Active
CARD0000844,CUST077463,ACC0085247,Credit,464715,2022-07-14,2022-07-14,Closed
CARD0000845,CUST086023,ACC0003486,Prepaid,756817,2022-09-21,2022-09-21,Closed
CARD0000846,CUST086884,ACC0081601,Debit,914422,2024-02-24,2024-02-24,Closed
CARD0000847,CUST031341,ACC0098764,Prepaid,479287,2023-01-19,2023-01-19,Active
CARD0000848,CUST071884,ACC0083878,Unknown,797381,2024-10-28,2024-10-28,Unknown
CARD0000849,CUST091699,ACC0079025,Debit,705341,2023-07-09,2023-07-09,Active
CARD0000850,CUST035944,ACC0129805,Credit,440993,2022-07-24,2022-07-24,Dormant
CARD0000851,CUST093082,ACC0042455,Unknown,812289,2024-05-18,2024-05-18,Active
CARD0000852,CUST054206,ACC0007122,Credit,561112,2024-03-09,2024-03-09,Dormant
CARD0000853,CUST090798,ACC0004689,Credit,655058,2023-11-15,2023-11-15,Dormant
CARD0000854,CUST000048,ACC0119350,Debit,409219,2022-05-27,2022-05-27,Active
CARD0000855,CUST091534,ACC0107373,Unknown,669133,2023-01-18,2023-01-18,Active
CARD0000856,CUST038108,ACC0105518,Debit,735221,2023-09-26,2023-09-26,Active
CARD0000857,CUST085127,ACC0063299,Credit,532268,2025-02-23,2025-02-23,Inactive
CARD0000858,CUST068274,ACC0072831,Credit,681249,2023-04-30,2023-04-30,Dormant
CARD0000859,CUST075459,ACC0117252,Prepaid,401148,2025-02-09,2025-02-09,Unknown
CARD0000860,CUST008062,ACC0105404,Credit,903561,2024-12-07,2024-12-07,Active
CARD0000861,CUST040216,ACC0124985,Credit,711867,2025-10-12,2025-10-12,Active
CARD0000862,CUST056364,ACC0026013,Credit,477866,2023-12-19,2023-12-19,Unknown
CARD0000863,CUST031287,ACC0118501,Debit,807921,2022-01-27,0000-00-00,Active
CARD0000864,CUST086189,ACC0049838,Prepaid,959194,2022-09-11,2022-09-11,Active
CARD0000865,CUST074640,ACC0041895,Prepaid,662276,2023-02-01,2023-02-01,Active
CARD0000866,CUST048114,ACC0014123,Credit,778515,2025-08-05,2025-08-05,Unknown
CARD0000867,CUST010861,ACC0119578,Credit,639624,2022-02-20,2022-02-20,Unknown
CARD0000868,CUST052443,ACC0092420,Prepaid,776578,2024-02-18,2024-02-18,Dormant
CARD0000869,CUST063204,ACC0090798,Unknown,822740,2024-09-28,2024-09-28,Closed
CARD0000870,CUST094336,ACC0050139,Prepaid,941523,2023-01-06,2023-01-06,Inactive
CARD0000871,CUST016671,ACC0015797,Prepaid,745585,2022-07-28,2022-07-28,Dormant
CARD0000872,CUST045449,ACC0121118,Credit,852528,2025-03-26,2025-03-26,Active
CARD0000873,CUST071201,ACC0016366,Prepaid,495480,2024-06-10,2024-06-10,Unknown
CARD0000874,CUST087068,ACC0093597,Credit,591037,2025-10-24,2025-10-24,Unknown
CARD0000875,CUST036815,ACC0126990,Credit,430818,2023-11-28,2023-11-28,Inactive
CARD0000876,CUST062528,ACC0015615,Prepaid,552956,2025-01-02,2025-01-02,Unknown
CARD0000877,CUST093469,ACC0070412,Credit,928850,2024-05-20,2024-05-20,Active
CARD0000878,CUST091667,ACC0116185,Debit,435868,2023-02-21,2023-02-21,Unknown
CARD0000879,CUST054337,ACC0007140,Credit,917786,2025-05-21,2025-05-21,Unknown
CARD0000880,CUST025447,ACC0021215,Debit,563067,2024-01-07,2024-01-07,Unknown
CARD0000881,CUST024572,ACC0113366,Credit,972394,2022-07-01,2022-07-01,Dormant
CARD0000882,CUST093164,ACC0085003,Credit,936895,2025-08-30,2025-08-30,Inactive
CARD0000883,CUST027965,ACC0122339,Prepaid,512593,2024-02-15,2024-02-15,Closed
CARD0000884,CUST080067,ACC0091209,Debit,454224,2024-11-13,2024-11-13,Unknown
CARD0000885,CUST062382,ACC0005154,Unknown,401217,2024-07-18,2024-07-18,Active
CARD0000886,CUST097427,ACC0083989,Debit,452316,2025-04-19,2025-04-19,Dormant
CARD0000887,CUST091827,ACC0045192,Debit,924544,2025-06-04,2025-06-04,Active
CARD0000888,CUST065251,ACC0121316,Credit,435515,2024-04-20,2024-04-20,Active
CARD0000889,CUST007090,ACC0099255,Unknown,916879,2025-09-23,2025-09-23,Active
CARD0000890,CUST074036,ACC0086857,Prepaid,931632,2024-08-30,2024-08-30,Active
CARD0000891,CUST084748,ACC0023018,Debit,834162,2022-04-23,2022-04-23,Active
CARD0000892,CUST047360,ACC0090009,Prepaid,879408,2025-02-07,2025-02-07,Unknown
CARD0000893,CUST032360,ACC0065241,Credit,668708,2024-02-22,2024-02-22,Unknown
CARD0000894,CUST052455,ACC0021215,Prepaid,991377,2024-07-29,2024-07-29,Active
CARD0000895,CUST098021,ACC0018790,Unknown,622089,2024-02-10,2024-02-10,Inactive
CARD0000896,CUST054692,ACC0022045,Credit,775596,2022-01-19,2022-01-19,Active
CARD0000897,CUST076180,ACC0107208,Prepaid,873743,2024-05-21,2024-05-21,Dormant
CARD0000898,CUST082854,ACC0040888,Debit,404498,2023-09-24,2023-09-24,Unknown
CARD0000899,CUST086472,ACC0062157,Debit,455700,2024-08-17,2024-08-17,Inactive
CARD0000900,CUST030789,ACC0081464,Unknown,885092,2024-07-20,2024-07-20,Active
CARD0000901,CUST090794,ACC0010335,Debit,867537,2024-09-04,2024-09-04,Inactive
CARD0000902,CUST097535,ACC0089375,Credit,443238,2023-08-01,2023-08-01,Closed
CARD0000903,CUST002723,ACC0122125,Unknown,453005,2025-05-06,2025-05-06,Inactive
CARD0000904,CUST036629,ACC0061426,Prepaid,779872,2022-07-24,2022-07-24,Inactive
CARD0000905,CUST020879,ACC0021919,Credit,534243,2025-06-25,2025-06-25,Unknown
CARD0000906,CUST009173,ACC0063036,Debit,949007,2023-05-25,2023-05-25,Unknown
CARD0000907,CUST099088,ACC0114984,Prepaid,855606,2024-04-18,2024-04-18,Unknown
CARD0000908,CUST037590,ACC0086148,Credit,700644,2023-12-30,2023-12-30,Unknown
CARD0000909,CUST023663,ACC0058732,Credit,942062,2023-10-18,2023-10-18,Active
CARD0000910,CUST057623,ACC0047083,Credit,415550,2023-09-11,2023-09-11,Active
