Account_ID,Customer_ID,Account_Number,Account_type,Branch_ID,Opening_Date,Balance,Account_Status
ACC0000617,CUST023231,5620975742,"Fixed deposit",BR0519,2023-05-18,3610273.34,Active
ACC0000618,CUST009191,4653229845,Salary,BR0982,2025-05-09,2030210.77,Closed
ACC0000619,CUST029096,3541018909,Current,BR0012,2024-12-02,360866.83,Unknown
ACC0000620,CUST033195,3523777749,Unknown,BR0910,2025-08-09,2095664.49,Inactive
ACC0000621,CUST030417,8354778345,Current,BR0667,2023-03-01,2691605.46,Unknown
ACC0000622,CUST076374,9918308862,Current,BR0568,2022-08-16,3031721.94,Inactive
ACC0000623,CUST072620,8391158242,Current,BR0161,2024-04-24,2783896.55,Active
ACC0000624,CUST020557,3189465714,Current,BR0895,2024-03-22,214878.33,Inactive
ACC0000625,CUST090470,2451269044,Unknown,BR0666,2025-09-01,4837167.69,Closed
ACC0000626,CUST091882,4120968354,Unknown,BR0159,2022-07-15,1859348.19,Closed
ACC0000627,CUST094595,6238875970,Unknown,BR0997,2024-01-28,2554096.71,Active
ACC0000628,CUST008252,5537781161,"Recurring deposit",BR0341,2025-06-17,3605877.74,Active
ACC0000629,CUST099905,9774381797,"Fixed deposit",BR0257,2023-01-13,777496.82,Active
ACC0000630,CUST076227,6727092818,"Recurring deposit",BR0848,2024-05-09,4661784.13,Active
ACC0000631,CUST087466,1951455926,Current,BR0423,2023-12-05,1362953.33,Closed
ACC0000632,CUST004709,4922171450,"Recurring deposit",BR0865,2025-01-21,3969859.66,Active
ACC0000633,CUST012479,8002825404,Unknown,BR0870,2022-12-29,3485050.24,Dormant
ACC0000634,CUST096193,6973680142,Unknown,BR0992,2023-08-14,3871354.03,Inactive
ACC0000635,CUST021439,2104928586,Unknown,BR0753,2022-12-25,537635.00,Inactive
ACC0000636,CUST070004,2246969764,Savings,BR0100,2024-06-07,2099265.18,Closed
ACC0000637,CUST048215,9334201495,Current,BR0944,2025-02-13,785839.67,Closed
ACC0000638,CUST035241,3305312408,Unknown,BR0333,2024-12-15,4410813.96,Closed
ACC0000639,CUST061921,8028818862,Unknown,BR0396,2023-06-14,4080478.90,Active
ACC0000640,CUST082357,3627606405,Savings,BR0518,2023-11-18,1498272.43,Inactive
ACC0000641,CUST048397,9286920902,"Fixed deposit",BR0911,2023-06-04,3754732.37,Unknown
ACC0000642,CUST034314,6848411024,Savings,BR0020,2024-08-06,3303588.08,Active
ACC0000643,CUST047261,7146079699,"Fixed deposit",BR0704,2024-10-26,0.00,Active
ACC0000644,CUST025397,2477037716,Unknown,BR0996,2024-11-27,4761242.76,Dormant
ACC0000645,CUST067519,4729453759,Salary,BR0876,2025-10-31,0.00,Active
ACC0000646,CUST070249,8714463049,Salary,BR0112,2025-03-18,1462437.67,Unknown
ACC0000647,CUST018323,2706711340,Current,BR0318,2022-09-09,2958132.96,Active
ACC0000648,CUST026494,7699522808,Current,BR0050,2025-11-23,3110066.56,Unknown
ACC0000649,CUST002417,9867945268,Savings,BR0393,2024-12-27,1085818.19,Unknown
ACC0000650,CUST014150,5364665609,Current,BR0895,2023-08-15,1805192.02,Closed
ACC0000651,CUST095379,8143797880,Current,BR0203,2024-09-12,1831533.25,Active
ACC0000652,CUST097685,5657598101,Current,BR0651,2024-07-27,1104122.98,Dormant
ACC0000653,CUST087844,8881347457,Current,BR0179,2025-12-20,659222.30,Unknown
ACC0000654,CUST052266,9976676363,"Recurring deposit",BR0343,2022-07-05,4924345.42,Inactive
ACC0000655,CUST088897,1181363777,Current,BR0644,2025-12-25,3653687.69,Dormant
ACC0000656,CUST067372,8113586283,Savings,BR0938,2024-11-07,1310686.90,Unknown
ACC0000657,CUST003740,4835260726,Unknown,BR0720,2022-02-27,1604769.15,Unknown
ACC0000658,CUST097785,6768032191,Salary,BR0639,2022-03-04,2776327.72,Active
ACC0000659,CUST068867,8002422189,Savings,BR0016,2025-11-03,3404863.89,Inactive
ACC0000660,CUST075605,9491137559,Current,BR0081,2023-10-20,4423093.44,Active
ACC0000661,CUST055431,2882731675,"Recurring deposit",BR0460,2024-01-20,3172362.14,Inactive
ACC0000662,CUST085842,4729510654,Savings,BR0080,2025-11-20,3630378.24,Active
ACC0000663,CUST053069,9604134772,"Fixed deposit",BR0338,2024-08-09,146348.23,Closed
ACC0000664,CUST073345,3889809397,Unknown,BR0870,2024-08-07,220394.89,Unknown
ACC0000665,CUST030905,8524400470,Savings,BR0847,2023-11-27,1168600.26,Active
ACC0000666,CUST079744,6104914990,"Fixed deposit",BR0638,2022-09-07,4861517.60,Inactive
ACC0000667,CUST021779,6027847838,"Recurring deposit",BR0760,2024-04-06,1641597.74,Dormant
ACC0000668,CUST070609,8833640383,Savings,BR0603,2025-12-08,4568604.36,Dormant
ACC0000669,CUST000953,7128253792,Current,BR0010,2023-06-25,1216000.87,Inactive
ACC0000670,CUST051296,5858922172,Unknown,BR0003,2023-12-27,3477701.84,Inactive
ACC0000671,CUST083960,9064168863,Unknown,BR0971,2023-06-25,1185914.24,Inactive
ACC0000672,CUST019222,2301724201,Current,BR0224,2024-08-27,2133067.11,Unknown
ACC0000673,CUST040674,6515246975,Salary,BR0703,2022-11-06,3877138.11,Inactive
ACC0000674,CUST002112,9426475558,Savings,BR0674,2024-06-17,3137970.11,Dormant
ACC0000675,CUST001983,9442668178,Current,BR0255,2025-02-19,4832979.69,Active
ACC0000676,CUST012728,1524129591,Savings,BR0556,2024-10-09,3258580.85,Inactive
ACC0000677,CUST036661,5364408040,Savings,BR0099,2023-04-18,2134780.00,Unknown
ACC0000678,CUST079625,6453942157,Unknown,BR0127,2023-03-04,124418.09,Active
ACC0000679,CUST054962,7008558648,Savings,BR0771,2023-11-04,3542738.79,Unknown
ACC0000680,CUST012346,5929476717,Unknown,BR0124,2022-09-03,2079587.54,Closed
ACC0000681,CUST007014,8093777212,"Recurring deposit",BR0972,2022-08-26,13208.49,Unknown
ACC0000682,CUST054879,5157263252,"Fixed deposit",BR0291,2025-05-15,1490895.16,Unknown
ACC0000683,CUST020357,5218402171,Current,BR0979,2024-11-21,4706048.29,Inactive
ACC0000684,CUST002127,3557037590,Current,BR0600,2023-11-25,1630413.94,Inactive
ACC0000685,CUST016536,9692477676,Savings,BR0941,2025-06-30,1339019.05,Active
ACC0000686,CUST045382,5772774346,Current,BR0116,2023-07-22,2218010.80,Closed
ACC0000687,CUST026833,5568849961,"Fixed deposit",BR0873,2023-09-01,2477745.69,Closed
ACC0000688,CUST075961,3935697933,"Recurring deposit",BR0754,2023-04-23,4639128.21,Unknown
ACC0000689,CUST099797,5410720319,Salary,BR0795,2025-04-20,6054.96,Inactive
ACC0000690,CUST035710,5525765120,"Fixed deposit",BR0098,2022-03-16,2149936.42,Unknown
ACC0000691,CUST019343,4572316043,"Recurring deposit",BR0922,2024-04-02,2758972.59,Unknown
ACC0000692,CUST043297,4819017317,"Recurring deposit",BR0998,2022-04-10,2888890.04,Closed
ACC0000693,CUST087015,8576816591,"Recurring deposit",BR0899,2023-03-19,1123555.03,Inactive
ACC0000694,CUST036531,7341340833,"Fixed deposit",BR0626,2024-05-02,147078.73,Active
ACC0000695,CUST031812,6977625783,Current,BR0322,2025-10-01,4685177.44,Unknown
ACC0000696,CUST073231,8504887338,Salary,BR0535,2023-08-24,809914.80,Inactive
ACC0000697,CUST054384,1099529245,Salary,BR0020,2022-05-22,234670.81,Active
ACC0000698,CUST003902,4802328358,Current,BR0251,2023-08-03,343188.04,Inactive
ACC0000699,CUST004548,1789504340,Savings,BR0113,2024-01-29,954366.04,Dormant
ACC0000700,CUST046821,8079513608,"Fixed deposit",BR0423,2023-07-07,2337797.30,Inactive
ACC0000701,CUST089590,9605100954,Current,BR0417,2025-09-02,902001.73,Inactive
ACC0000702,CUST068642,7432571006,Savings,BR0262,2023-07-09,471538.65,Active
ACC0000703,CUST022975,6296767944,"Recurring deposit",BR0422,2024-08-07,2473940.37,Inactive
ACC0000704,CUST059377,2685512499,Current,BR0078,2023-01-04,4273301.86,Unknown
ACC0000705,CUST067733,3333427769,"Fixed deposit",BR0636,2022-11-03,2774748.39,Active
ACC0000706,CUST008179,7442938150,Salary,BR0364,2024-05-23,2239726.85,Active
ACC0000707,CUST099213,6553777770,Savings,BR0170,2022-01-17,328082.67,Unknown
ACC0000708,CUST009395,3273578740,Savings,BR0562,2022-12-05,2118459.57,Closed
ACC0000709,CUST022449,3178018456,Current,BR0954,2023-05-02,4007104.41,Unknown
ACC0000710,CUST057381,1894311799,Salary,BR0762,2024-08-06,3842278.40,Unknown
ACC0000711,CUST030366,2665442658,Salary,BR0708,2022-02-23,3874940.92,Active
ACC0000712,CUST047035,9455769492,"Recurring deposit",BR0785,2025-04-29,257427.64,Unknown
ACC0000713,CUST063200,1365072136,Current,BR0654,2022-01-11,4801589.16,Inactive
ACC0000714,CUST063985,2757832949,Savings,BR0812,2025-01-28,2746507.22,Inactive
ACC0000715,CUST061948,5887859071,Current,BR0037,2024-09-07,1409734.83,Inactive
ACC0000716,CUST008466,4959211437,Savings,BR0006,2022-03-04,4080775.43,Dormant
ACC0000717,CUST009361,5190362437,Current,BR0931,2024-03-27,2667091.56,Unknown
ACC0000718,CUST043053,2540639830,Unknown,BR0042,2024-02-28,4632251.33,Active
ACC0000719,CUST009195,3809268628,Salary,BR0069,NULL,735850.69,Unknown
ACC0000720,CUST087729,7218673673,"Fixed deposit",BR0381,2022-12-23,450302.88,Inactive
ACC0000721,CUST046848,5180690916,Current,BR0190,2024-10-29,723988.20,Unknown
ACC0000722,CUST015363,5456715572,"Recurring deposit",BR0186,2022-04-14,2815542.49,Active
ACC0000723,CUST007713,4437960629,Salary,BR0856,2023-04-02,4926759.50,Dormant
ACC0000724,CUST048427,4459973516,Unknown,BR0523,2023-08-22,3005650.38,Inactive
ACC0000725,CUST018048,9890090004,Current,BR0262,2025-05-24,2666215.97,Dormant
ACC0000726,CUST097282,5187564289,"Recurring deposit",BR0548,2022-01-14,606179.88,Active
ACC0000727,CUST026589,1988013009,Salary,BR0590,2022-05-18,3385144.57,Unknown
ACC0000728,CUST018034,8290136903,"Recurring deposit",BR0658,2022-04-16,1700135.99,Closed
ACC0000729,CUST070202,1807244197,"Fixed deposit",BR0931,2023-08-27,888540.76,Unknown
ACC0000730,CUST059630,1925517056,Savings,BR0485,2024-06-01,4540093.68,Active
ACC0000731,CUST078261,3425784605,"Fixed deposit",BR0925,2024-06-20,4193410.56,Closed
ACC0000732,CUST025357,4664689683,Savings,BR0737,2022-07-27,4813989.05,Active
ACC0000733,CUST053006,2532985181,"Fixed deposit",BR0748,2022-02-28,971810.13,Active
ACC0000734,CUST047489,7212654975,Salary,BR0581,2025-04-14,1249106.19,Unknown
ACC0000735,CUST085077,2392207285,"Recurring deposit",BR0369,2025-02-28,4113329.51,Active
ACC0000736,CUST081476,3918454921,Current,BR0520,2023-01-21,713563.29,Active
ACC0000737,CUST047162,7737805245,Savings,BR0313,2023-10-11,3272025.85,Unknown
ACC0000738,CUST047422,3982247689,Unknown,BR0750,2023-05-16,4171904.42,Closed
ACC0000739,CUST020251,9059292846,"Fixed deposit",BR0714,2022-02-20,3336633.15,Dormant
ACC0000740,CUST001380,6906100872,Savings,BR0961,2023-09-13,2114293.67,Dormant
ACC0000741,CUST061420,4885649447,Salary,BR0186,2022-11-27,1996215.22,Active
ACC0000742,CUST098667,4785701753,Current,BR0075,2025-12-05,3575039.69,Active
ACC0000743,CUST011994,2240733336,Savings,BR0204,2024-07-22,3032292.44,Active
ACC0000744,CUST012274,2701682750,Current,BR0833,2023-10-25,4287933.76,Unknown
ACC0000745,CUST090631,1599096814,Current,BR0830,2023-07-26,2278771.84,Active
ACC0000746,CUST029466,3087824748,Current,BR0394,2024-12-14,1084261.95,Active
ACC0000747,CUST069393,1300325215,Savings,BR0950,2023-11-29,2999847.01,Unknown
ACC0000748,CUST024907,4638292781,"Fixed deposit",BR0105,2023-10-28,2742333.09,Unknown
ACC0000749,CUST058418,4647028918,Salary,BR0415,2024-05-09,3857367.55,Inactive
ACC0000750,CUST072334,6443443535,Salary,BR0522,2022-07-04,4461727.11,Active
ACC0000751,CUST012901,6341431788,Salary,BR0656,2025-02-08,2446041.35,Unknown
ACC0000752,CUST043083,1865169032,Current,BR0271,2025-05-11,3078674.07,Active
ACC0000753,CUST068726,9083952755,Savings,BR0595,2024-12-15,3472182.73,Active
ACC0000754,CUST066385,5016109733,Savings,BR0060,2022-09-02,3832506.97,Unknown
ACC0000755,CUST080769,1483289052,"Fixed deposit",BR0135,2023-07-01,0.00,Unknown
ACC0000756,CUST060520,5318251312,Current,BR0103,2023-12-25,4024456.92,Unknown
ACC0000757,CUST085326,8089987310,Current,BR0768,2022-08-08,0.00,Active
ACC0000758,CUST010766,2768019800,Savings,BR0673,2022-01-11,4378432.00,Inactive
ACC0000759,CUST011235,2938973845,Unknown,BR0454,2024-06-18,2484533.61,Active
ACC0000760,CUST056392,6027315964,Savings,BR0557,2022-01-26,4721819.50,Unknown
ACC0000761,CUST028624,6367908484,"Fixed deposit",BR0950,2022-02-08,3927592.05,Dormant
ACC0000762,CUST047020,8122359945,Savings,BR0537,2025-12-23,1740316.43,Unknown
ACC0000763,CUST044507,4697474301,Salary,BR0727,2024-10-12,1708199.20,Active
ACC0000764,CUST071806,8140254608,Savings,BR0691,2023-06-01,3842080.58,Dormant
ACC0000765,CUST023644,3578719136,Salary,BR0806,2025-10-04,568157.14,Unknown
ACC0000766,CUST040046,6401432852,Savings,BR0341,2024-10-18,0.00,Unknown
ACC0000767,CUST021180,3651366660,Salary,BR0483,2023-04-13,1673024.09,Active
ACC0000768,CUST033168,7183013949,Salary,BR0705,2024-06-15,2425294.27,Closed
ACC0000769,CUST046772,1580094170,"Fixed deposit",BR0614,2024-04-14,3361424.54,Closed
ACC0000770,CUST058080,8877895434,Current,BR0176,2022-06-16,2934244.68,Unknown
ACC0000771,CUST021108,3338975737,Savings,BR0564,2022-01-22,1205132.76,Active
ACC0000772,CUST049397,5254706315,Current,BR0071,2022-11-13,2365179.99,Unknown
ACC0000773,CUST022658,2835190256,Salary,BR0956,2022-02-05,486342.95,Unknown
ACC0000774,CUST016529,1370525661,Unknown,BR0721,2024-02-02,2818110.46,Unknown
ACC0000775,CUST031631,7964633974,Unknown,BR0136,2023-04-20,4909642.56,Active
ACC0000776,CUST068526,2982494566,Salary,BR0044,2025-12-14,1165882.52,Active
ACC0000777,CUST033502,5241558795,Salary,BR0445,2024-06-26,1333180.96,Active
ACC0000778,CUST023671,4445774041,"Fixed deposit",BR0902,2023-11-13,3516105.49,Active
ACC0000779,CUST026399,6756290683,Savings,BR0894,2025-04-26,2519340.62,Dormant
ACC0000780,CUST011929,6063271990,Unknown,BR0583,2024-02-25,4277019.72,Inactive
ACC0000781,CUST015249,8830638176,"Fixed deposit",BR0093,2023-09-22,3535944.70,Active
ACC0000782,CUST038804,2852834173,Current,BR0089,2024-08-08,908235.36,Closed
ACC0000783,CUST020889,5175039833,Current,BR0791,2023-02-01,1278430.77,Closed
ACC0000784,CUST030316,6535245652,Unknown,BR0242,2025-08-21,2684557.17,Inactive
ACC0000785,CUST056982,4887853071,Unknown,BR0093,2023-06-29,0.00,Active
ACC0000786,CUST023865,9409974495,Current,BR0640,2023-04-06,1471513.12,Active
ACC0000787,CUST087177,3186215985,Current,BR0381,2023-10-23,4955139.45,Inactive
ACC0000788,CUST023468,7148911776,Savings,BR0618,2024-10-04,991406.60,Inactive
ACC0000789,CUST017383,3565602752,Unknown,BR0110,NULL,239063.67,Unknown
ACC0000790,CUST006297,8705260142,Current,BR0967,2023-05-30,4686383.93,Inactive
ACC0000791,CUST031833,6996338519,"Fixed deposit",BR0578,2024-04-14,2702130.53,Unknown
ACC0000792,CUST013776,8298516492,Current,BR0779,2023-05-16,2464473.71,Active
ACC0000793,CUST008569,1788582570,"Recurring deposit",BR0937,2023-09-30,2850424.23,Closed
ACC0000794,CUST036586,6328587100,Current,BR0477,2025-06-03,3303262.91,Active
ACC0000795,CUST086089,1371799159,Savings,BR0339,2024-01-25,4512262.35,Closed
ACC0000796,CUST045947,3322569110,Salary,BR0241,2022-06-25,4530109.50,Inactive
ACC0000797,CUST012430,7689548734,Salary,BR0947,2025-09-28,1929981.69,Dormant
ACC0000798,CUST012114,8488218591,"Recurring deposit",BR0740,2023-12-30,2702566.89,Active
ACC0000799,CUST027978,4463041089,Unknown,BR0353,2023-09-02,3026003.61,Active
ACC0000800,CUST091636,8950771689,Savings,BR0435,2025-08-02,4687776.91,Unknown
ACC0000801,CUST082822,1700599168,"Recurring deposit",BR0862,2023-05-26,2730128.69,Active
ACC0000802,CUST028562,9710901983,Current,BR0126,2023-07-26,3325570.03,Closed
ACC0000803,CUST072479,6473399267,Current,BR0121,2025-09-12,3881257.22,Closed
ACC0000804,CUST090265,5771710724,Savings,BR0439,2024-03-16,1565631.40,Active
ACC0000805,CUST018371,7251593193,"Recurring deposit",BR1000,2024-07-13,1305609.39,Dormant
ACC0000806,CUST088536,7546868264,Salary,BR0315,2025-04-12,2162314.77,Dormant
ACC0000807,CUST069663,1094336208,Savings,BR0568,2023-04-23,1258913.78,Active
ACC0000808,CUST014893,2326292506,Current,BR0290,2025-02-22,1431713.75,Closed
ACC0000809,CUST026804,2367086473,Savings,BR0337,2024-02-14,4949441.08,Active
ACC0000810,CUST084190,4641703845,Salary,BR0408,2024-10-08,4980617.87,Inactive
ACC0000811,CUST016415,5199016932,"Fixed deposit",BR0746,2024-07-11,3010171.65,Closed
ACC0000812,CUST072370,8469838312,Savings,BR0084,2023-06-09,3229731.46,Inactive
ACC0000813,CUST082591,1697243120,Unknown,BR0780,2022-03-06,3562732.00,Closed
ACC0000814,CUST098159,1196707968,"Recurring deposit",BR0188,2024-04-29,3768886.52,Closed
ACC0000815,CUST061796,4401355525,Unknown,BR0271,2023-07-02,4465543.19,Dormant
ACC0000816,CUST009246,6364459468,Savings,BR0296,2023-04-14,3064054.33,Inactive
ACC0000817,CUST064396,3666490447,Current,BR0244,2024-12-30,1407852.49,Closed
ACC0000818,CUST099045,4914677286,"Recurring deposit",BR0911,2023-11-13,1029680.57,Unknown
ACC0000819,CUST072299,9522175078,Salary,BR0542,2025-12-03,4410236.81,Unknown
ACC0000820,CUST039599,6256241145,"Recurring deposit",BR0516,2025-03-27,2934164.72,Closed
ACC0000821,CUST006931,5606730207,Current,BR0840,2024-04-01,2478707.97,Inactive
ACC0000822,CUST089193,3617424203,"Recurring deposit",BR0568,2023-05-14,2045118.80,Inactive
ACC0000823,CUST038495,1738640985,Current,BR0473,2024-05-26,3292604.46,Unknown
ACC0000824,CUST049850,7126512990,Current,BR0943,2024-11-15,3605015.95,Active
ACC0000825,CUST045603,3757502479,Salary,BR0703,2022-10-26,1434268.79,Dormant
ACC0000826,CUST056620,1848044278,"Fixed deposit",BR0370,2025-05-03,1344994.02,Active
ACC0000827,CUST059188,5035815410,Unknown,BR0058,2025-08-31,103355.89,Active
ACC0000828,CUST051044,8167751103,Savings,BR0783,2023-03-07,613481.26,Unknown
ACC0000829,CUST012737,2853110138,"Fixed deposit",BR0954,2025-09-27,2562659.27,Closed
ACC0000830,CUST031308,6863249450,Current,BR0638,2022-04-26,3688527.26,Dormant
ACC0000831,CUST053022,5884960911,Unknown,BR0614,2024-09-02,3489361.96,Dormant
ACC0000832,CUST041793,9418498235,Current,BR0695,2023-02-04,4328201.35,Active
ACC0000833,CUST067413,7129195016,Salary,BR0707,2023-02-27,794642.47,Unknown
ACC0000834,CUST068074,5116024804,Salary,BR0320,2022-07-21,3473247.02,Dormant
ACC0000835,CUST017433,9687639816,Current,BR0487,2022-10-28,2290691.23,Closed
ACC0000836,CUST096977,8328134999,Savings,BR0023,2022-10-14,3562370.36,Inactive
ACC0000837,CUST019154,5886266372,Savings,BR0945,2024-09-09,608774.99,Active
ACC0000838,CUST034996,1695700734,Current,BR0742,2025-08-29,1068959.25,Inactive
ACC0000839,CUST026162,6254605890,Current,BR0526,2023-02-15,4471939.19,Dormant
ACC0000840,CUST099068,5272305223,Salary,BR0246,2023-01-09,744379.84,Unknown
ACC0000841,CUST076215,5691697996,Unknown,BR0257,2025-10-24,3082337.18,Inactive
ACC0000842,CUST029037,4634867109,Salary,BR0128,2022-11-23,2611923.34,Closed
ACC0000843,CUST017677,8372501186,Savings,BR0618,2023-03-26,648165.73,Active
ACC0000844,CUST045641,9559426879,Savings,BR0685,2023-09-30,80407.14,Closed
ACC0000845,CUST041924,8558060890,"Fixed deposit",BR0787,2023-04-30,1487442.20,Unknown
ACC0000846,CUST049227,8220200209,Savings,BR0885,2023-01-04,1359556.68,Active
ACC0000847,CUST007892,5780567270,Current,BR0407,2025-05-27,2074706.23,Unknown
ACC0000848,CUST008499,8280665069,"Fixed deposit",BR0672,2024-04-24,604891.34,Active
ACC0000849,CUST026426,3525449271,"Fixed deposit",BR0526,2023-12-18,0.00,Dormant
ACC0000850,CUST080308,6184668378,"Fixed deposit",BR0150,2023-10-09,1932843.40,Dormant
ACC0000851,CUST074973,4384170883,Savings,BR0697,2025-12-23,37562.30,Dormant
ACC0000852,CUST006632,7686512601,Salary,BR0427,2022-12-31,2545018.64,Closed
ACC0000853,CUST098916,9931919665,Current,BR0324,2025-01-19,1993647.47,Unknown
ACC0000854,CUST019632,7823951035,Current,BR0426,2025-01-02,327204.00,Unknown
ACC0000855,CUST006741,1249212194,Savings,BR0071,2024-10-27,3583834.05,Unknown
ACC0000856,CUST082254,6181357700,Salary,BR0608,2025-12-21,1607830.31,Active
ACC0000857,CUST062131,4680323045,Savings,BR0069,2022-10-23,3631687.80,Unknown
ACC0000858,CUST029387,7158615919,Salary,BR0223,2023-11-14,95227.02,Inactive
ACC0000859,CUST044010,9567801631,Current,BR0350,2024-10-23,1985406.20,Active
ACC0000860,CUST022379,1545578007,Unknown,BR0336,2025-11-25,1705293.40,Active
ACC0000861,CUST002792,8352484952,Unknown,BR0560,2025-01-16,2056266.49,Dormant
ACC0000862,CUST092952,2973668414,Current,BR0298,2025-09-01,1626725.82,Inactive
ACC0000863,CUST069051,8065829585,Current,BR0066,2023-06-11,1621262.72,Inactive
ACC0000864,CUST027537,5927940590,Savings,BR0407,2023-04-12,1110437.05,Active
ACC0000865,CUST040027,6123350161,Current,BR0423,2023-11-12,4051425.86,Unknown
ACC0000866,CUST011742,4216731878,Unknown,BR0850,2022-05-21,1995419.53,Active
ACC0000867,CUST092581,5619753606,"Recurring deposit",BR0716,2024-04-25,1318888.27,Active
ACC0000868,CUST038801,7610751431,Current,BR0312,2023-06-22,1772820.36,Closed
ACC0000869,CUST042474,1755420252,Current,BR0497,2025-02-25,2677898.77,Inactive
ACC0000870,CUST054511,6199124388,Savings,BR0620,2023-03-07,3628628.09,Inactive
ACC0000871,CUST063352,6654900960,"Recurring deposit",BR0908,2024-11-02,4851064.81,Inactive
ACC0000872,CUST099512,8998665240,"Recurring deposit",BR0391,2025-12-15,513736.67,Unknown
ACC0000873,CUST093372,6199930205,"Recurring deposit",BR0295,2022-02-07,3925941.99,Closed
ACC0000874,CUST089168,6945069990,Savings,BR0997,2022-10-10,2899477.76,Active
ACC0000875,CUST063162,2103311193,Salary,BR0073,NULL,97538.08,Closed
ACC0000876,CUST000067,6318207139,Savings,BR0872,2024-11-04,3219502.68,Unknown
ACC0000877,CUST061496,6938900076,Unknown,BR0196,2024-12-22,2577976.83,Unknown
ACC0000878,CUST018919,8769020342,Savings,BR0251,2022-03-25,3236463.82,Unknown
ACC0000879,CUST026367,2421154599,Savings,BR0911,2023-03-11,2001817.52,Closed
ACC0000880,CUST010011,7319070374,Savings,BR0799,2022-02-24,4106136.89,Dormant
ACC0000881,CUST017144,6267614824,Current,BR0969,2022-01-17,2365210.68,Unknown
ACC0000882,CUST036892,8170313771,Savings,BR0922,2023-07-22,2645201.97,Unknown
ACC0000883,CUST007542,9590173461,Current,BR0637,2023-10-30,278616.59,Closed
ACC0000884,CUST066643,3732463323,Savings,BR0172,2022-05-21,0.00,Unknown
ACC0000885,CUST071072,1235728322,Current,BR0202,2022-08-31,4928927.39,Unknown
ACC0000886,CUST056426,6773592017,Unknown,BR0829,2022-04-25,0.00,Dormant
ACC0000887,CUST044685,1496935149,Savings,BR0727,2025-07-02,0.00,Inactive
ACC0000888,CUST060206,2361218368,"Recurring deposit",BR0483,2025-02-26,4787941.07,Unknown
ACC0000889,CUST080841,8740313432,"Recurring deposit",BR0536,2022-10-21,2703752.84,Active
ACC0000890,CUST022372,7579685768,Current,BR0385,2025-09-30,912310.18,Closed
ACC0000891,CUST029908,1108491412,"Recurring deposit",BR0027,2022-06-08,4020135.82,Unknown
ACC0000892,CUST047490,8514217240,"Recurring deposit",BR0423,2022-01-04,3914150.42,Unknown
ACC0000893,CUST099649,2801353229,Savings,BR0428,2023-04-13,4382587.15,Dormant
ACC0000894,CUST094497,3541274039,"Fixed deposit",BR0155,2024-01-27,104333.45,Inactive
ACC0000895,CUST077691,9482909001,"Fixed deposit",BR0091,2024-09-07,4270573.02,Active
ACC0000896,CUST006976,5703047090,"Fixed deposit",BR0623,2025-01-13,3090537.90,Dormant
ACC0000897,CUST063284,6295846510,Savings,BR0988,2024-06-10,2445681.15,Unknown
ACC0000898,CUST089356,9915582609,Savings,BR0180,2023-08-20,4932843.53,Unknown
ACC0000899,CUST059627,2137728226,"Fixed deposit",BR0820,2025-12-20,4696474.11,Active
ACC0000900,CUST035874,5209714563,Unknown,BR0951,2025-05-13,4420931.57,Dormant
ACC0000901,CUST083069,9775711054,Savings,BR0324,2023-09-30,4730163.62,Closed
ACC0000902,CUST097868,1163260762,Savings,BR0454,2024-04-03,3063934.08,Active
ACC0000903,CUST049574,3615420144,"Fixed deposit",BR0301,2024-06-20,1301523.84,Active
ACC0000904,CUST055553,5497819433,Unknown,BR0986,2022-10-09,0.00,Inactive
ACC0000905,CUST070156,6768577849,Current,BR0107,2024-05-15,1575835.49,Active
ACC0000906,CUST015608,2581621742,Current,BR0771,2024-02-18,2970470.74,Inactive
ACC0000907,CUST077731,7614581140,Savings,BR0586,2022-11-10,1064104.20,Active
ACC0000908,CUST069734,1871080881,Salary,BR0075,2023-03-01,1722767.54,Unknown
ACC0000909,CUST001680,4091691673,Current,BR0928,2024-11-07,2559360.90,Dormant
ACC0000910,CUST033021,5679525733,Unknown,BR0472,2024-05-28,3663111.43,Dormant
ACC0000911,CUST013547,5269025100,"Fixed deposit",BR0778,2024-05-16,2305963.23,Active
ACC0000912,CUST047627,2453343759,Current,BR0194,2025-11-02,4292424.63,Unknown
ACC0000913,CUST058196,1953141001,Savings,BR0659,2023-09-15,4217833.42,Active
ACC0000914,CUST017133,4163722717,Savings,BR0547,2022-06-05,3671595.05,Active
ACC0000915,CUST093149,7756913226,Current,BR0106,2025-10-13,3368975.02,Active
ACC0000916,CUST056457,6315449577,Unknown,BR0461,2023-06-07,3085693.53,Active
ACC0000917,CUST053427,9717247359,Current,BR0547,2022-08-13,3951990.72,Active
ACC0000918,CUST061606,8248376608,Savings,BR0121,2022-07-27,3323558.18,Dormant
ACC0000919,CUST070840,1711762042,Savings,BR0520,2025-03-24,832654.10,Unknown
ACC0000920,CUST092957,2378418657,Savings,BR0459,2023-08-04,1220279.97,Dormant
ACC0000921,CUST035314,5320157153,Salary,BR0592,2023-04-12,4061769.68,Dormant
ACC0000922,CUST003036,9679835661,"Recurring deposit",BR0053,2024-12-16,2445153.25,Closed
ACC0000923,CUST086133,8586375372,Salary,BR0165,2024-06-02,4984386.40,Unknown
ACC0000924,CUST026945,5358536931,Savings,BR0427,2023-11-28,308225.38,Closed
ACC0000925,CUST007886,7148130845,Current,BR0159,2024-12-01,4017660.51,Unknown
